Time(s),True Position X(m),True Position Y(m),True Position Z(m),TRUKF Estimated Position X(m),TRUKF Estimated Position Y(m),TRUKF Estimated Position Z(m)
5.456000000000000227e+02,3.186509425201381518e+01,-1.573256284628788215e+01,-3.910978869674013314e+00,3.161356146582205184e+01,-1.688459433260310050e+01,-4.073520170069176771e+00
5.457000000000000455e+02,3.186509425201381518e+01,-1.570256284628788279e+01,-3.900552601591963153e+00,3.161358176695434352e+01,-1.688453930753847132e+01,-4.093520169209203807e+00
5.458000000000000682e+02,3.186509425201381518e+01,-1.567256284628788343e+01,-3.890246233188014102e+00,3.161359809910466723e+01,-1.688450436605508642e+01,-4.113520168837291990e+00
5.458999999999999773e+02,3.186509425201381518e+01,-1.564256284628788407e+01,-3.880061653325254767e+00,3.161360972774511069e+01,-1.688448165498457954e+01,-4.133520168674537310e+00
5.460000000000000000e+02,3.186509425201381518e+01,-1.561256284628788293e+01,-3.869999999999917506e+00,3.146328063728819657e+01,-1.692420236394691457e+01,-3.849292014148324004e+00
5.461000000000000227e+02,3.186509425201381518e+01,-1.558256284628788357e+01,-3.860061653325255193e+00,3.146479167508334029e+01,-1.691937274537824720e+01,-3.865752379236158554e+00
5.462000000000000455e+02,3.186509425201381518e+01,-1.555256284628788421e+01,-3.850246233188015399e+00,3.146580850135782015e+01,-1.691613681145369341e+01,-3.885749502728292004e+00
5.463000000000000682e+02,3.186509425201381518e+01,-1.552256284628788308e+01,-3.840552601591964876e+00,3.146649587688520455e+01,-1.691396886126958421e+01,-3.905748209563205897e+00
5.463999999999999773e+02,3.186509425201381518e+01,-1.549256284628788372e+01,-3.830978869674015019e+00,3.146695952050941969e+01,-1.691251847589159141e+01,-3.925747629909017267e+00
5.465000000000000000e+02,3.186509425201381518e+01,-1.546256284628788435e+01,-3.821522409349692673e+00,3.146727031170592426e+01,-1.691154861263157727e+01,-3.945747370600858339e+00
5.466000000000000227e+02,3.186509425201381518e+01,-1.543256284628788499e+01,-3.812179869516151509e+00,3.146747808071216923e+01,-1.691090083801384836e+01,-3.965747254905545027e+00
5.467000000000000455e+02,3.186509425201381518e+01,-1.540256284628788563e+01,-3.802947196712837652e+00,3.146761543956291618e+01,-1.691046768355901619e+01,-3.985747203282919315e+00
5.468000000000000682e+02,3.186509425201381518e+01,-1.537256284628788450e+01,-3.793819660112420777e+00,3.146770599240693755e+01,-1.691017773591974205e+01,-4.005747180215543324e+00
5.468999999999999773e+02,3.186509425201381518e+01,-1.534256284628788514e+01,-3.784791880687918386e+00,3.146776805162555490e+01,-1.690998206518163371e+01,-4.025747169680944815e+00
5.470000000000000000e+02,3.186509425201381518e+01,-1.531256284628788578e+01,-3.775857864376188200e+00,3.154939175848188881e+01,-1.677974079162738619e+01,-3.758278646369300979e+00
5.471000000000000227e+02,3.186509425201381518e+01,-1.528256284628788464e+01,-3.767011039033316688e+00,3.155010630125532245e+01,-1.677424887257294372e+01,-3.772040010815412181e+00
5.472000000000000455e+02,3.186509425201381518e+01,-1.525256284628788528e+01,-3.758244294954070863e+00,3.155058609670548719e+01,-1.677056421552531162e+01,-3.792036558792192036e+00
5.473000000000000682e+02,3.186509425201381518e+01,-1.522256284628788592e+01,-3.749550028705601612e+00,3.155091035980968783e+01,-1.676809059896206477e+01,-3.812035002750294943e+00
5.473999999999999773e+02,3.186509425201381518e+01,-1.519256284628788656e+01,-3.740920190005128987e+00,3.155112893009570740e+01,-1.676643027411174813e+01,-3.832034301625110828e+00
5.475000000000000000e+02,3.186509425201381518e+01,-1.516256284628788720e+01,-3.732346331352618396e+00,3.155127835918063894e+01,-1.676531573310118262e+01,-3.852033985489933254e+00
5.476000000000000227e+02,3.186509425201381518e+01,-1.513256284628788606e+01,-3.723819660112422270e+00,3.155138067709660632e+01,-1.676456951634226655e+01,-3.872033843662328501e+00
5.477000000000000455e+02,3.186509425201381518e+01,-1.510256284628788670e+01,-3.715331092722803152e+00,3.155145331385569918e+01,-1.676406901272066818e+01,-3.892033779717233077e+00
5.478000000000000682e+02,3.186509425201381518e+01,-1.507256284628788734e+01,-3.706871310699118016e+00,3.155150517138416433e+01,-1.676373323251513270e+01,-3.912033750857824899e+00
5.478999999999999773e+02,3.186509425201381518e+01,-1.504256284628788620e+01,-3.698430818085363558e+00,3.155154327801044190e+01,-1.676350785796218190e+01,-3.932033737796369444e+00
5.480000000000000000e+02,3.186509425201381518e+01,-1.501256284628788684e+01,-3.689999999999921787e+00,3.162360315463800475e+01,-1.654020324355743554e+01,-3.670081279858780299e+00
5.481000000000000227e+02,3.186509425201381518e+01,-1.498256284628788748e+01,-3.681569181914478683e+00,3.162514546123831849e+01,-1.653516516467915309e+01,-3.685881281450093638e+00
5.482000000000000455e+02,3.186509425201381518e+01,-1.495256284628788634e+01,-3.673128689300726890e+00,3.162618225710609465e+01,-1.653177850280961891e+01,-3.705878145098103538e+00
5.483000000000000682e+02,3.186509425201381518e+01,-1.492256284628788521e+01,-3.664668907277041310e+00,3.162688025693221050e+01,-1.652949899114680576e+01,-3.725876724203335488e+00
5.483999999999999773e+02,3.186509425201381518e+01,-1.489256284628788585e+01,-3.656180339887421304e+00,3.162735060451712243e+01,-1.652796308861177366e+01,-3.745876079137070658e+00
5.485000000000000000e+02,3.186509425201381518e+01,-1.486256284628788649e+01,-3.647653668647224290e+00,3.162766774587117524e+01,-1.652692729296148499e+01,-3.765875785772101914e+00
5.486000000000000227e+02,3.186509425201381518e+01,-1.483256284628788535e+01,-3.639079809994713699e+00,3.162788334002967261e+01,-1.652622755947668409e+01,-3.785875651744705195e+00
5.487000000000000455e+02,3.186509425201381518e+01,-1.480256284628788421e+01,-3.630449971294242850e+00,3.162802959791806501e+01,-1.652575277863671488e+01,-3.805875590042556045e+00
5.488000000000000682e+02,3.186509425201381518e+01,-1.477256284628788485e+01,-3.621755705045773599e+00,3.162812739249667260e+01,-1.652543136453188666e+01,-3.825875561824834570e+00
5.488999999999999773e+02,3.186509425201381518e+01,-1.474256284628788549e+01,-3.612988960966526886e+00,3.162819751275927160e+01,-1.652521378391524109e+01,-3.845875548760286478e+00
5.490000000000000000e+02,3.186509425201381518e+01,-1.471256284628788435e+01,-3.604142135623654486e+00,3.180374667332954530e+01,-1.618555344921229988e+01,-3.583201871943866745e+00
5.491000000000000227e+02,3.186509425201381518e+01,-1.468256284628788322e+01,-3.595208119311925188e+00,3.180461263836783914e+01,-1.618028923522114937e+01,-3.599931939985814289e+00
5.492000000000000455e+02,3.186509425201381518e+01,-1.465256284628788386e+01,-3.586180339887423685e+00,3.180519529814080926e+01,-1.617675571620158692e+01,-3.619928733416494016e+00
5.493000000000000682e+02,3.186509425201381518e+01,-1.462256284628788450e+01,-3.577052803287006366e+00,3.180558859304287367e+01,-1.617438523586825383e+01,-3.639927289899927754e+00
5.493999999999999773e+02,3.186509425201381518e+01,-1.459256284628788336e+01,-3.567820130483691621e+00,3.180585309049411435e+01,-1.617279428187405088e+01,-3.659926639615977972e+00
5.495000000000000000e+02,3.186509425201381518e+01,-1.456256284628788222e+01,-3.558477590650150901e+00,3.180603525866590076e+01,-1.617172694276911216e+01,-3.679926346514328372e+00
5.496000000000000227e+02,3.186509425201381518e+01,-1.453256284628788286e+01,-3.549021130325828111e+00,3.180616304722582655e+01,-1.617101227673233765e+01,-3.699926214744528874e+00
5.497000000000000455e+02,3.186509425201381518e+01,-1.450256284628788350e+01,-3.539447398407879142e+00,3.180625732813765794e+01,-1.617053492382051516e+01,-3.719926155555768332e+00
5.498000000000000682e+02,3.186509425201381518e+01,-1.447256284628788237e+01,-3.529753766811828619e+00,3.180632549229105521e+01,-1.617021587678794248e+01,-3.739926128946410522e+00
5.498999999999999773e+02,3.186509425201381518e+01,-1.444256284628788123e+01,-3.519938346674588381e+00,3.180637856842913180e+01,-1.617000457213757159e+01,-3.759926117079723795e+00
5.500000000000000000e+02,3.186509425201381518e+01,-1.441256284628788187e+01,-3.509999999999926068e+00,3.190300867789424188e+01,-1.596768524909144737e+01,-3.519761204583492287e+00
5.501000000000000227e+02,3.186509425201381518e+01,-1.438256284628788251e+01,-3.499938346674588807e+00,3.190268666137921372e+01,-1.596674741438051193e+01,-3.509029241149481670e+00
5.502000000000000455e+02,3.186509425201381518e+01,-1.435256284628788137e+01,-3.489753766811829028e+00,3.190247885099545044e+01,-1.596612428840546016e+01,-3.529029133281406327e+00
5.503000000000000682e+02,3.186509425201381518e+01,-1.432256284628788023e+01,-3.479447398407879977e+00,3.190234825016897702e+01,-1.596571204202692940e+01,-3.549029086530438803e+00
5.503999999999999773e+02,3.186509425201381518e+01,-1.429256284628788087e+01,-3.469021130325830260e+00,3.190226945927950908e+01,-1.596544041694494886e+01,-3.569029066533381478e+00
5.505000000000000000e+02,3.186509425201381518e+01,-1.426256284628788151e+01,-3.458477590650153033e+00,3.190222207509754071e+01,-1.596526451040138461e+01,-3.589029058236286485e+00
5.506000000000000227e+02,3.186509425201381518e+01,-1.423256284628788038e+01,-3.447820130483695067e+00,3.190219630711334986e+01,-1.596515277416898293e+01,-3.609029054949042248e+00
5.507000000000000455e+02,3.186509425201381518e+01,-1.420256284628787924e+01,-3.437052803287008906e+00,3.190218483273745775e+01,-1.596508331979399919e+01,-3.629029053710149721e+00
5.508000000000000682e+02,3.186509425201381518e+01,-1.417256284628787988e+01,-3.426180339887426207e+00,3.190218580448583552e+01,-1.596504161567692393e+01,-3.649029053275105294e+00
5.508999999999999773e+02,3.186509425201381518e+01,-1.414256284628788052e+01,-3.415208119311929025e+00,3.190219158708716307e+01,-1.596501672794828330e+01,-3.669029053111895866e+00
5.510000000000000000e+02,3.186509425201381518e+01,-1.411256284628787938e+01,-3.404142135623659637e+00,3.164472480728217008e+01,-1.579865481688016082e+01,-3.384365741144910622e+00
5.511000000000000227e+02,3.186509425201381518e+01,-1.408256284628787824e+01,-3.392988960966531575e+00,3.164507411601346476e+01,-1.579349999368068680e+01,-3.400145345473289282e+00
5.512000000000000455e+02,3.186509425201381518e+01,-1.405256284628787888e+01,-3.381755705045777827e+00,3.164531479753485854e+01,-1.579004314434152967e+01,-3.420142343314227951e+00
5.513000000000000682e+02,3.186509425201381518e+01,-1.402256284628787952e+01,-3.370449971294247504e+00,3.164548138454186343e+01,-1.578772716066124282e+01,-3.440140995385895906e+00
5.513999999999999773e+02,3.186509425201381518e+01,-1.399256284628787839e+01,-3.359079809994721000e+00,3.164559537017113655e+01,-1.578617675541787335e+01,-3.460140391189483910e+00
5.515000000000000000e+02,3.186509425201381518e+01,-1.396256284628787725e+01,-3.347653668647231129e+00,3.164567425301333969e+01,-1.578514054843285841e+01,-3.480140121200806735e+00
5.516000000000000227e+02,3.186509425201381518e+01,-1.393256284628787789e+01,-3.336180339887428570e+00,3.164573140645498839e+01,-1.578445056209668884e+01,-3.500140001363532871e+00
5.517000000000000455e+02,3.186509425201381518e+01,-1.390256284628787853e+01,-3.324668907277047669e+00,3.164577477718366083e+01,-1.578399283270303144e+01,-3.520139948514158679e+00
5.518000000000000682e+02,3.186509425201381518e+01,-1.387256284628787739e+01,-3.313128689300733232e+00,3.164580786212239616e+01,-1.578369330622729194e+01,-3.540139925811464749e+00
5.518999999999999773e+02,3.186509425201381518e+01,-1.384256284628787625e+01,-3.301569181914487228e+00,3.164583374016670447e+01,-1.578350007057647630e+01,-3.560139916309040142e+00
5.520000000000000000e+02,3.186509425201381518e+01,-1.381256284628787689e+01,-3.289999999999930314e+00,3.181097964539609535e+01,-1.543850017943775832e+01,-3.279597162243029995e+00
5.521000000000000227e+02,3.186509425201381518e+01,-1.378256284628787753e+01,-3.278430818085373843e+00,3.181123759406128926e+01,-1.543283489758708527e+01,-3.286879117718732868e+00
5.522000000000000455e+02,3.186509425201381518e+01,-1.375256284628787640e+01,-3.266871310699125175e+00,3.181141237246776399e+01,-1.542904120021436576e+01,-3.306875511721840688e+00
5.523000000000000682e+02,3.186509425201381518e+01,-1.372256284628787526e+01,-3.255331092722812070e+00,3.181153108793351691e+01,-1.542650024068676728e+01,-3.326873894014245714e+00
5.523999999999999773e+02,3.186509425201381518e+01,-1.369256284628787590e+01,-3.243819660112432501e+00,3.181161299469040671e+01,-1.542480006602422016e+01,-3.346873169675478987e+00
5.525000000000000000e+02,3.186509425201381518e+01,-1.366256284628787654e+01,-3.232346331352629942e+00,3.181167083095245829e+01,-1.542366483510704711e+01,-3.366872846649303419e+00
5.526000000000000227e+02,3.186509425201381518e+01,-1.363256284628787540e+01,-3.220920190005140071e+00,3.181171195578949806e+01,-1.542290960519733289e+01,-3.386872703632924697e+00
5.527000000000000455e+02,3.186509425201381518e+01,-1.360256284628787427e+01,-3.209550028705612235e+00,3.181174272470948239e+01,-1.542240874729408517e+01,-3.406872640681484210e+00
5.528000000000000682e+02,3.186509425201381518e+01,-1.357256284628787490e+01,-3.198244294954082356e+00,3.181176655387198338e+01,-1.542207359751408902e+01,-3.426872612458163214e+00
5.528999999999999773e+02,3.186509425201381518e+01,-1.354256284628787554e+01,-3.187011039033329052e+00,3.181178655113508924e+01,-1.542184923311215350e+01,-3.446872599773340262e+00
5.530000000000000000e+02,3.186509425201381518e+01,-1.351256284628787441e+01,-3.175857864376201878e+00,3.183907555064237371e+01,-1.520379256664699952e+01,-3.174796759367304322e+00
5.531000000000000227e+02,3.186509425201381518e+01,-1.348256284628787327e+01,-3.164791880687932046e+00,3.184108411409317796e+01,-1.519846290412620426e+01,-3.173739084073381012e+00
5.532000000000000455e+02,3.186509425201381518e+01,-1.345256284628787391e+01,-3.153819660112433976e+00,3.184243262465502511e+01,-1.519488684204134898e+01,-3.193735432064759294e+00
5.533000000000000682e+02,3.186509425201381518e+01,-1.342256284628787455e+01,-3.142947196712850388e+00,3.184334087798760393e+01,-1.519248639522855981e+01,-3.213733785229702988e+00
5.533999999999999773e+02,3.186509425201381518e+01,-1.339256284628787341e+01,-3.132179869516166448e+00,3.184395291984713339e+01,-1.519087637150503944e+01,-3.233733043523042916e+00
5.535000000000000000e+02,3.186509425201381518e+01,-1.336256284628787228e+01,-3.121522409349707594e+00,3.184436703215517284e+01,-1.518979729851575478e+01,-3.253732709548374569e+00
5.536000000000000227e+02,3.186509425201381518e+01,-1.333256284628787292e+01,-3.110978869674030811e+00,3.184464692341962788e+01,-1.518907394333276883e+01,-3.273732559152348731e+00
5.537000000000000455e+02,3.186509425201381518e+01,-1.330256284628787355e+01,-3.100552601591980650e+00,3.184483570076586290e+01,-1.518858856333699592e+01,-3.293732491344577351e+00
5.538000000000000682e+02,3.186509425201381518e+01,-1.327256284628787242e+01,-3.090246233188031155e+00,3.184496202946591836e+01,-1.518826598292840302e+01,-3.313732461340289426e+00
5.538999999999999773e+02,3.186509425201381518e+01,-1.324256284628787128e+01,-3.080061653325271820e+00,3.184504615257336724e+01,-1.518805091880555480e+01,-3.333732448007966642e+00
5.540000000000000000e+02,3.186509425201381518e+01,-1.321256284628787192e+01,-3.069999999999934559e+00,3.196133960032444676e+01,-1.487210721714040140e+01,-3.047130439851253314e+00
5.541000000000000227e+02,3.186509425201381518e+01,-1.318256284628787256e+01,-3.060061653325272246e+00,3.196225004658700186e+01,-1.486691210964724696e+01,-3.065625968999167839e+00
