Time(s),True Position X(m),True Position Y(m),True Position Z(m),TRUKF Estimated Position X(m),TRUKF Estimated Position Y(m),TRUKF Estimated Position Z(m)
3.010000000000000142e+01,-1.935248104352602747e-15,-1.053500000000003212e+01,-3.029938346674642347e+00,7.255439917307949030e-03,-7.403887950466938150e+00,-3.012103814597284046e+00
3.020000000000000284e+01,-1.941677500048126516e-15,-1.057000000000003226e+01,-3.039753766811882141e+00,8.045935934382533739e-03,-7.406278843260949429e+00,-3.032102229221372180e+00
3.030000000000000071e+01,-1.948106895743650284e-15,-1.060500000000003240e+01,-3.049447398407933107e+00,8.578217916214466235e-03,-7.407887545481225189e+00,-3.052101511396754674e+00
3.040000000000000213e+01,-1.954536291439174053e-15,-1.064000000000003254e+01,-3.059021130325882076e+00,8.934535459384050290e-03,-7.408970206030666361e+00,-3.072101186615103785e+00
3.050000000000000000e+01,-1.960965687134697822e-15,-1.067500000000003268e+01,-3.068477590650204867e+00,9.174227287290503963e-03,-7.409698557929805141e+00,-3.092101039627398240e+00
3.060000000000000142e+01,-1.967395082830221591e-15,-1.071000000000003283e+01,-3.077820130483746031e+00,9.335708218359203836e-03,-7.410191058362779692e+00,-3.112100972469093563e+00
3.070000000000000284e+01,-1.973824478525745360e-15,-1.074500000000003297e+01,-3.087052803287060332e+00,9.445163982489358442e-03,-7.410524582615189537e+00,-3.132100941664321958e+00
3.080000000000000071e+01,-1.980253874221269128e-15,-1.078000000000003311e+01,-3.096180339887477206e+00,9.521528474593008579e-03,-7.410749696180229940e+00,-3.152100927537403674e+00
3.090000000000000213e+01,-1.986683269916792897e-15,-1.081500000000003325e+01,-3.105208119311978709e+00,9.572688811315881868e-03,-7.410902302503462380e+00,-3.172100921060885259e+00
3.100000000000000000e+01,-1.993112665612316666e-15,-1.085000000000003340e+01,-3.114142135623708896e+00,-1.751450871296379719e-01,-7.933697003069270615e+00,-3.050156894855386547e+00
3.110000000000000142e+01,-1.999542061307840435e-15,-1.088500000000003354e+01,-3.122988960966581296e+00,-1.745131051266215205e-01,-7.936010601091106231e+00,-3.105758156895090050e+00
3.120000000000000284e+01,-2.005971457003364204e-15,-1.092000000000003368e+01,-3.131755705045826677e+00,-1.740889774809436241e-01,-7.937564960821326565e+00,-3.125757507904952881e+00
3.130000000000000071e+01,-2.012400852698887973e-15,-1.095500000000003382e+01,-3.140449971294296372e+00,-1.738038317057365723e-01,-7.938610554887449489e+00,-3.145757214259031098e+00
3.140000000000000213e+01,-2.018830248394411741e-15,-1.099000000000003396e+01,-3.149079809994768109e+00,-1.736112969921411731e-01,-7.939314929037954549e+00,-3.165757080955446945e+00
3.150000000000000000e+01,-2.025259644089935510e-15,-1.102500000000003411e+01,-3.157653668647278700e+00,-1.734790542673456670e-01,-7.939791892745056145e+00,-3.185757019709723803e+00
3.160000000000000142e+01,-2.031689039785459279e-15,-1.106000000000003425e+01,-3.166180339887475714e+00,-1.733881643560633012e-01,-7.940116763358770591e+00,-3.205756991259230748e+00
3.170000000000000284e+01,-2.038118435480983048e-15,-1.109500000000003439e+01,-3.174668907277094387e+00,-1.733227364003644133e-01,-7.940340108618173964e+00,-3.225756977718245544e+00
3.180000000000000071e+01,-2.044547831176506817e-15,-1.113000000000003453e+01,-3.183128689300780856e+00,-1.732736096695746131e-01,-7.940494466196899026e+00,-3.245756971158320070e+00
3.190000000000000213e+01,-2.050977226872030586e-15,-1.116500000000003467e+01,-3.191569181914532649e+00,-1.732337795819472448e-01,-7.940604121941600368e+00,-3.265756967755615303e+00
3.200000000000000000e+01,-2.057406622567554354e-15,-1.120000000000003482e+01,-3.199999999999975753e+00,-2.104252799714011191e-01,-8.312421523440843174e+00,-3.122721984685820740e+00
3.210000000000000142e+01,-2.063836018263078123e-15,-1.123500000000003496e+01,-3.208430818085418856e+00,-2.113345926436625277e-01,-8.315810824698360193e+00,-3.190174147653326742e+00
3.220000000000000284e+01,-2.070265413958601892e-15,-1.127000000000003510e+01,-3.216871310699170650e+00,-2.119386487016600706e-01,-8.318095692283016263e+00,-3.210172751228676624e+00
3.230000000000000426e+01,-2.076694809654125661e-15,-1.130500000000003524e+01,-3.225331092722857118e+00,-2.123370586059920573e-01,-8.319635478353408331e+00,-3.230172118800779035e+00
3.239999999999999858e+01,-2.083124205349649430e-15,-1.134000000000003539e+01,-3.233819660112475791e+00,-2.125989489596520066e-01,-8.320673928709917178e+00,-3.250171832057298538e+00
3.250000000000000000e+01,-2.089553601045173199e-15,-1.137500000000003553e+01,-3.242346331352672806e+00,-2.127674186195118722e-01,-8.321377264909026295e+00,-3.270171701290911948e+00
3.260000000000000142e+01,-2.095982996740696967e-15,-1.141000000000003567e+01,-3.250920190005183397e+00,-2.128735258543403841e-01,-8.321856554549505347e+00,-3.290171641046494955e+00
3.270000000000000284e+01,-2.102412392436220736e-15,-1.144500000000003581e+01,-3.259550028705655134e+00,-2.129377418233090735e-01,-8.322185624684655281e+00,-3.310171612943764163e+00
3.280000000000000426e+01,-2.108841788131744505e-15,-1.148000000000003595e+01,-3.268244294954124385e+00,-2.129741143262784686e-01,-8.322414579704862092e+00,-3.330171599507919744e+00
3.289999999999999858e+01,-2.115271183827268274e-15,-1.151500000000003610e+01,-3.277011039033370210e+00,-2.129906004403568087e-01,-8.322575622722752087e+00,-3.350171592956256994e+00
3.300000000000000000e+01,-2.121700579522792043e-15,-1.155000000000003624e+01,-3.285857864376242610e+00,-1.141921424749018227e-01,-8.440134869853965327e+00,-3.242424628715716128e+00
3.310000000000000142e+01,-2.128129975218315812e-15,-1.158500000000003638e+01,-3.294791880687972796e+00,-1.156989592243179710e-01,-8.441144555690199169e+00,-3.272361760525338337e+00
3.320000000000000284e+01,-2.134559370913839580e-15,-1.162000000000003652e+01,-3.303819660112474299e+00,-1.166982953041477283e-01,-8.441824474040581450e+00,-3.282423440964526318e+00
3.330000000000000426e+01,-2.140988766609363349e-15,-1.165500000000003666e+01,-3.312947196712891174e+00,-1.173585687790629217e-01,-8.442280969978680716e+00,-3.302423279876476769e+00
3.339999999999999858e+01,-2.147418162304887118e-15,-1.169000000000003681e+01,-3.322179869516205475e+00,-1.177910029399839853e-01,-8.442586310277341966e+00,-3.322423209818353484e+00
3.350000000000000000e+01,-2.153847558000410887e-15,-1.172500000000003695e+01,-3.331522409349746638e+00,-1.180707476572122605e-01,-8.442790149239696618e+00,-3.342423179866473859e+00
3.360000000000000142e+01,-2.160276953695934656e-15,-1.176000000000003709e+01,-3.340978869674069429e+00,-1.182495294780574330e-01,-8.442925234316660976e+00,-3.362423167313740358e+00
3.370000000000000284e+01,-2.166706349391458424e-15,-1.179500000000003723e+01,-3.350552601592018398e+00,-1.183598535897372461e-01,-8.443014518835536109e+00,-3.382423162277956141e+00
3.380000000000000426e+01,-2.173135745086982193e-15,-1.183000000000003737e+01,-3.360246233188069365e+00,-1.184267924971175445e-01,-8.443073731798270032e+00,-3.402423160281208059e+00
3.389999999999999858e+01,-2.179565140782505962e-15,-1.186500000000003752e+01,-3.370061653325309159e+00,-1.184642125934272372e-01,-8.443111255812596028e+00,-3.422423159579129237e+00
3.400000000000000000e+01,-2.185994536478029731e-15,-1.190000000000003766e+01,-3.379999999999971472e+00,-8.487187460135164896e-02,-8.763853641347861156e+00,-3.304430282536427121e+00
3.410000000000000142e+01,-2.192423932173553500e-15,-1.193500000000003780e+01,-3.390061653325308733e+00,-8.423322436162679339e-02,-8.766011149270317659e+00,-3.370395837519172932e+00
3.420000000000000284e+01,-2.198853327869077269e-15,-1.197000000000003794e+01,-3.400246233188068512e+00,-8.379731425823963575e-02,-8.767456951885316485e+00,-3.390395267420342584e+00
3.430000000000000426e+01,-2.205282723564601037e-15,-1.200500000000003809e+01,-3.410552601592017119e+00,-8.349694739988215708e-02,-8.768426671754392387e+00,-3.410395009774464636e+00
3.439999999999999858e+01,-2.211712119260124806e-15,-1.204000000000003823e+01,-3.420978869674067724e+00,-8.328733443544929227e-02,-8.769078212505982961e+00,-3.430394892663385153e+00
3.450000000000000000e+01,-2.218141514955648575e-15,-1.207500000000003837e+01,-3.431522409349744507e+00,-8.313835017461922161e-02,-8.769512869482252171e+00,-3.450394839882566345e+00
3.460000000000000142e+01,-2.224570910651172344e-15,-1.211000000000003851e+01,-3.442179869516202917e+00,-8.303149882346963495e-02,-8.769801755687590017e+00,-3.470394816164439344e+00
3.470000000000000284e+01,-2.231000306346696113e-15,-1.214500000000003865e+01,-3.452947196712888189e+00,-8.295241275025959371e-02,-8.769992810801248595e+00,-3.490394805475270701e+00
3.480000000000000426e+01,-2.237429702042219882e-15,-1.218000000000003880e+01,-3.463819660112470888e+00,-8.289048245203460563e-02,-8.770119904213830253e+00,-3.510394800478245703e+00
3.489999999999999858e+01,-2.243859097737743650e-15,-1.221500000000003894e+01,-3.474791880687968959e+00,-8.283782096411139440e-02,-8.770207378816413879e+00,-3.530394797871986068e+00
3.500000000000000000e+01,-2.250288493433267419e-15,-1.225000000000003908e+01,-3.485857864376238346e+00,-1.192436764711076735e-01,-9.158565340606923399e+00,-3.410440209636035558e+00
3.510000000000000142e+01,-2.256717889128791188e-15,-1.228500000000003922e+01,-3.497011039033365520e+00,-1.182024639054390508e-01,-9.161590442589982786e+00,-3.476130555554070245e+00
3.520000000000000284e+01,-2.263147284824314957e-15,-1.232000000000003936e+01,-3.508244294954119713e+00,-1.174901992039045634e-01,-9.163623743870093818e+00,-3.496129395111629456e+00
3.530000000000000426e+01,-2.269576680519838726e-15,-1.235500000000003951e+01,-3.519550028705649591e+00,-1.169971875659899796e-01,-9.164990309128686619e+00,-3.516128867464399121e+00
3.539999999999999858e+01,-2.276006076215362495e-15,-1.239000000000003965e+01,-3.530920190005177428e+00,-1.166475496953791741e-01,-9.165910508590627614e+00,-3.536128625209509213e+00
3.550000000000000000e+01,-2.282435471910886263e-15,-1.242500000000003979e+01,-3.542346331352666411e+00,-1.163963552743682017e-01,-9.166532203510261212e+00,-3.556128512808390596e+00
3.560000000000000142e+01,-2.288864867606410032e-15,-1.246000000000003993e+01,-3.553819660112468970e+00,-1.162132154010133145e-01,-9.166955569193991238e+00,-3.576128459613641120e+00
3.570000000000000284e+01,-2.295294263301933801e-15,-1.249500000000004007e+01,-3.565331092722849871e+00,-1.160762726091284641e-01,-9.167242548584098927e+00,-3.596128434336000712e+00
3.580000000000000426e+01,-2.301723658997457570e-15,-1.253000000000004022e+01,-3.576871310699162976e+00,-1.159746821911193937e-01,-9.167438017515506132e+00,-3.616128422203817916e+00
3.589999999999999858e+01,-2.308153054692981339e-15,-1.256500000000004036e+01,-3.588430818085410312e+00,-1.158966672943365223e-01,-9.167571693668751465e+00,-3.636128416214907233e+00
3.600000000000000000e+01,-2.314582450388505108e-15,-1.260000000000004050e+01,-3.599999999999967226e+00,-1.539896932421918989e-03,-9.404338672606778360e+00,-3.511760710025833454e+00
3.610000000000000142e+01,-2.321011846084028876e-15,-1.263500000000004064e+01,-3.611569181914523696e+00,-1.561760539043965858e-03,-9.407425021317322944e+00,-3.588968423041627442e+00
3.620000000000000284e+01,-2.327441241779552645e-15,-1.267000000000004079e+01,-3.623128689300771477e+00,-1.568623554551739274e-03,-9.409493397365807255e+00,-3.608967353456382199e+00
3.630000000000000426e+01,-2.333870637475076414e-15,-1.270500000000004093e+01,-3.634668907277084582e+00,-1.564647994866477784e-03,-9.410877686714911761e+00,-3.628966874382442587e+00
3.639999999999999858e+01,-2.340300033170600183e-15,-1.274000000000004107e+01,-3.646180339887465482e+00,-1.555605110842711580e-03,-9.411803183461197264e+00,-3.648966660224795877e+00
3.650000000000000000e+01,-2.346729428866123952e-15,-1.277500000000004121e+01,-3.657653668647268042e+00,-1.540673529609732370e-03,-9.412423419505305588e+00,-3.668966563995638808e+00
3.660000000000000142e+01,-2.353158824561647720e-15,-1.281000000000004135e+01,-3.669079809994757024e+00,-1.524212291087817528e-03,-9.412836833354720767e+00,-3.688966521200097048e+00
3.670000000000000284e+01,-2.359588220257171489e-15,-1.284500000000004150e+01,-3.680449971294284861e+00,-1.508122335619264563e-03,-9.413111860955369892e+00,-3.708966502225321094e+00
3.680000000000000426e+01,-2.366017615952695258e-15,-1.288000000000004164e+01,-3.691755705045815183e+00,-1.494376127195041343e-03,-9.413294248050732449e+00,-3.728966493861816556e+00
3.689999999999999858e+01,-2.372447011648219027e-15,-1.291500000000004178e+01,-3.702988960966568932e+00,-1.480820573345496610e-03,-9.413414278812579639e+00,-3.748966490214032277e+00
3.700000000000000000e+01,-2.378876407343742796e-15,-1.295000000000004192e+01,-3.714142135623696106e+00,3.595682242084446978e-02,-9.724838717904603413e+00,-3.624126991961657662e+00
3.710000000000000142e+01,-2.385305803039266565e-15,-1.298500000000004206e+01,-3.725208119311965493e+00,3.566943996374807163e-02,-9.728070590780331983e+00,-3.703040087754922105e+00
3.720000000000000284e+01,-2.391735198734790333e-15,-1.302000000000004221e+01,-3.736180339887463564e+00,3.548717238447077205e-02,-9.730241719731187899e+00,-3.723038900964112052e+00
3.730000000000000426e+01,-2.398164594430314102e-15,-1.305500000000004235e+01,-3.747052803287046263e+00,3.537355481790759731e-02,-9.731702887605313990e+00,-3.743038363976776139e+00
3.739999999999999858e+01,-2.404593990125837871e-15,-1.309000000000004249e+01,-3.757820130483731536e+00,3.530246087274963723e-02,-9.732688345243946770e+00,-3.763038119930010694e+00
3.750000000000000000e+01,-2.411023385821361640e-15,-1.312500000000004263e+01,-3.768477590650189946e+00,3.526113396969141056e-02,-9.733353417621085413e+00,-3.783038008922407602e+00
3.760000000000000142e+01,-2.417452781516885409e-15,-1.316000000000004277e+01,-3.779021130325866729e+00,3.523959987733603361e-02,-9.733803460712044497e+00,-3.803037958171718191e+00
3.770000000000000284e+01,-2.423882177212409178e-15,-1.319500000000004292e+01,-3.789447398407917333e+00,3.523402336628079362e-02,-9.734107354033053383e+00,-3.823037935076142979e+00
3.780000000000000426e+01,-2.430311572907932946e-15,-1.323000000000004306e+01,-3.799753766811865940e+00,3.523707501500293604e-02,-9.734311814815210795e+00,-3.843037924622759061e+00
3.789999999999999858e+01,-2.436740968603456715e-15,-1.326500000000004320e+01,-3.809938346674625720e+00,3.524862424172845593e-02,-9.734446854656919612e+00,-3.863037920030472527e+00
3.800000000000000000e+01,-2.443170364298980484e-15,-1.330000000000004334e+01,-3.819999999999962981e+00,6.334294527341102765e-02,-9.914378728458506984e+00,-3.769754687946007543e+00
3.810000000000000142e+01,-2.449599759994504253e-15,-1.333500000000004349e+01,-3.829938346674625294e+00,6.153734185329502726e-02,-9.913956623199803531e+00,-3.738303681568788228e+00
3.820000000000000284e+01,-2.456029155690028022e-15,-1.337000000000004363e+01,-3.839753766811865088e+00,6.032881247261975832e-02,-9.913674971005535852e+00,-3.809753443361883374e+00
3.830000000000000426e+01,-2.462458551385551791e-15,-1.340500000000004377e+01,-3.849447398407916054e+00,5.952034326681772403e-02,-9.913488329400152566e+00,-3.829753271246756352e+00
3.840000000000000568e+01,-2.468887947081075559e-15,-1.344000000000004391e+01,-3.859021130325865023e+00,5.897849777970453483e-02,-9.913364897083381422e+00,-3.849753194038590287e+00
3.850000000000000000e+01,-2.475317342776599328e-15,-1.347500000000004405e+01,-3.868477590650187814e+00,5.861565452871702470e-02,-9.913286210845232205e+00,-3.869753159576873269e+00
3.860000000000000142e+01,-2.481746738472123097e-15,-1.351000000000004420e+01,-3.877820130483728978e+00,5.837116934620205366e-02,-9.913236141584917505e+00,-3.889753144006883101e+00
3.870000000000000284e+01,-2.488176134167646866e-15,-1.354500000000004434e+01,-3.887052803287043279e+00,5.820660199102098420e-02,-9.913202924010889205e+00,-3.909753136960426811e+00
3.880000000000000426e+01,-2.494605529863170635e-15,-1.358000000000004448e+01,-3.896180339887460153e+00,5.809287943858122694e-02,-9.913182563925170498e+00,-3.929753133623588468e+00
3.890000000000000568e+01,-2.501034925558694404e-15,-1.361500000000004462e+01,-3.905208119311961656e+00,5.801367263214196601e-02,-9.913170943274689506e+00,-3.949753132021398994e+00
3.900000000000000000e+01,-2.507464321254218172e-15,-1.365000000000004476e+01,-3.914142135623691843e+00,2.324351451009729896e-01,-1.026323073546959463e+01,-3.823686423142150570e+00
3.910000000000000142e+01,-2.513893716949741941e-15,-1.368500000000004491e+01,-3.922988960966564242e+00,2.332411930592372118e-01,-1.026628760197337975e+01,-3.903042029653923439e+00
3.920000000000000284e+01,-2.520323112645265710e-15,-1.372000000000004505e+01,-3.931755705045809623e+00,2.337790274677471469e-01,-1.026833957622176818e+01,-3.923040904656241334e+00
3.930000000000000426e+01,-2.526752508340789479e-15,-1.375500000000004519e+01,-3.940449971294279319e+00,2.341371506523889368e-01,-1.026971792785129445e+01,-3.943040397623456705e+00
3.940000000000000568e+01,-2.533181904036313248e-15,-1.379000000000004533e+01,-3.949079809994751056e+00,2.343759549652870977e-01,-1.027064515461165506e+01,-3.963040168427902188e+00
3.950000000000000000e+01,-2.539611299731837016e-15,-1.382500000000004547e+01,-3.957653668647261647e+00,2.345365155058755924e-01,-1.027126748845945059e+01,-3.983040065157859466e+00
3.960000000000000142e+01,-2.546040695427360785e-15,-1.386000000000004562e+01,-3.966180339887458661e+00,2.346468047535803791e-01,-1.027168672054200904e+01,-4.003040018177990156e+00
3.970000000000000284e+01,-2.552470091122884554e-15,-1.389500000000004576e+01,-3.974668907277077334e+00,2.347247944957192023e-01,-1.027197097615135135e+01,-4.023039996457065115e+00
3.980000000000000426e+01,-2.558899486818408323e-15,-1.393000000000004590e+01,-3.983128689300763803e+00,2.347767290385074368e-01,-1.027216385117830733e+01,-4.043039986482569681e+00
3.990000000000000568e+01,-2.565328882513932092e-15,-1.396500000000004604e+01,-3.991569181914515596e+00,2.348139468389344731e-01,-1.027229360269329206e+01,-4.063039981927413891e+00
4.000000000000000000e+01,-2.571758278209455861e-15,-1.400000000000004619e+01,-3.999999999999958700e+00,1.390923976077358126e-01,-1.071230051909640224e+01,-3.911158518680274643e+00
4.010000000000000142e+01,-2.578187673904979629e-15,-1.403500000000004633e+01,-4.008430818085401803e+00,1.395831798567488402e-01,-1.071568625441334710e+01,-3.989027103007610542e+00
4.020000000000000284e+01,-2.584617069600503398e-15,-1.407000000000004647e+01,-4.016871310699154485e+00,1.399137085935626135e-01,-1.071795808092557145e+01,-4.009025785352967830e+00
4.030000000000000426e+01,-2.591046465296027167e-15,-1.410500000000004661e+01,-4.025331092722840509e+00,1.401360031193825961e-01,-1.071948397547924614e+01,-4.029025190901872833e+00
4.040000000000000568e+01,-2.597475860991550936e-15,-1.414000000000004675e+01,-4.033819660112459182e+00,1.402875810562204395e-01,-1.072050897970900429e+01,-4.049024922497686418e+00
4.050000000000000000e+01,-2.603905256687074705e-15,-1.417500000000004690e+01,-4.042346331352656641e+00,1.403928990871317062e-01,-1.072119856276403205e+01,-4.069024800843147105e+00
4.060000000000000142e+01,-2.610334652382598474e-15,-1.421000000000004704e+01,-4.050920190005166788e+00,1.404663780958784747e-01,-1.072166575640692265e+01,-4.089024744925802146e+00
4.070000000000000284e+01,-2.616764048078122242e-15,-1.424500000000004718e+01,-4.059550028705638525e+00,1.405154754719836474e-01,-1.072198394970896373e+01,-4.109024719011403093e+00
4.080000000000000426e+01,-2.623193443773646011e-15,-1.428000000000004732e+01,-4.068244294954108220e+00,1.405475232510265682e-01,-1.072220161164846708e+01,-4.129024706910454867e+00
4.090000000000000568e+01,-2.629622839469169780e-15,-1.431500000000004746e+01,-4.077011039033353157e+00,1.405680331491884483e-01,-1.072235258927913115e+01,-4.149024701106728052e+00
4.100000000000000000e+01,-2.636052235164693549e-15,-1.435000000000004761e+01,-4.085857864376226445e+00,1.671095160264245427e-01,-1.103937516022635279e+01,-3.986789997853126266e+00
4.110000000000000142e+01,-2.642481630860217318e-15,-1.438500000000004775e+01,-4.094791880687956187e+00,1.671638802074501273e-01,-1.104408014811056482e+01,-4.073887496854036172e+00
4.120000000000000284e+01,-2.648911026555741087e-15,-1.442000000000004789e+01,-4.103819660112457690e+00,1.672048884213128139e-01,-1.104724312111949480e+01,-4.093884995177594632e+00
4.130000000000000426e+01,-2.655340422251264855e-15,-1.445500000000004803e+01,-4.112947196712874565e+00,1.672356962068397845e-01,-1.104937067687037100e+01,-4.113883863284916842e+00
4.140000000000000568e+01,-2.661769817946788624e-15,-1.449000000000004817e+01,-4.122179869516188866e+00,1.672599593857030664e-01,-1.105080336026349741e+01,-4.133883349985728373e+00
4.150000000000000000e+01,-2.668199213642312393e-15,-1.452500000000004832e+01,-4.131522409349730474e+00,1.672806978309070713e-01,-1.105176914544305511e+01,-4.153883116691593713e+00
4.160000000000000142e+01,-2.674628609337836162e-15,-1.456000000000004846e+01,-4.140978869674052376e+00,1.672990467173854356e-01,-1.105241715893890309e+01,-4.173883011626775108e+00
4.170000000000000284e+01,-2.681058005033359931e-15,-1.459500000000004860e+01,-4.150552601592002233e+00,1.673176652194517111e-01,-1.105285097791148807e+01,-4.193882964490331489e+00
4.180000000000000426e+01,-2.687487400728883700e-15,-1.463000000000004874e+01,-4.160246233188052756e+00,1.673352608036720313e-01,-1.105313984833918184e+01,-4.213882943551388927e+00
4.190000000000000568e+01,-2.693916796424407468e-15,-1.466500000000004889e+01,-4.170061653325292106e+00,1.673529259434926864e-01,-1.105333182194342889e+01,-4.233882934259906250e+00
4.200000000000000000e+01,-2.700346192119931237e-15,-1.470000000000004903e+01,-4.179999999999955307e+00,2.348324265439682146e-01,-1.139271290440870210e+01,-4.073495841150769792e+00
4.210000000000000142e+01,-2.706775587815455006e-15,-1.473500000000004917e+01,-4.190061653325291680e+00,2.342821782394262087e-01,-1.139532160549971351e+01,-4.167440235426945527e+00
4.220000000000000284e+01,-2.713204983510978775e-15,-1.477000000000004931e+01,-4.200246233188051903e+00,2.339158213847153112e-01,-1.139706803578556027e+01,-4.187439439352080406e+00
4.230000000000000426e+01,-2.719634379206502544e-15,-1.480500000000004945e+01,-4.210552601592000954e+00,2.336742898399144786e-01,-1.139823310646273669e+01,-4.207439085417155944e+00
4.240000000000000568e+01,-2.726063774902026312e-15,-1.484000000000004960e+01,-4.220978869674050671e+00,2.335165119285717295e-01,-1.139900822067066777e+01,-4.227438928992567568e+00
4.250000000000000000e+01,-2.732493170597550081e-15,-1.487500000000004974e+01,-4.231522409349728342e+00,2.334144575183147441e-01,-1.139952081083714930e+01,-4.247438860701506336e+00
4.260000000000000142e+01,-2.738922566293073850e-15,-1.491000000000004988e+01,-4.242179869516186308e+00,2.333518862380768166e-01,-1.139986041002722317e+01,-4.267438830890790236e+00
4.270000000000000284e+01,-2.745351961988597619e-15,-1.494500000000005002e+01,-4.252947196712871580e+00,2.333147561940410175e-01,-1.140008490983241707e+01,-4.287438817946084946e+00
4.280000000000000426e+01,-2.751781357684121388e-15,-1.498000000000005016e+01,-4.263819660112454279e+00,2.332956716542738951e-01,-1.140023119437561405e+01,-4.307438812505237635e+00
4.290000000000000568e+01,-2.758210753379645157e-15,-1.501500000000005031e+01,-4.274791880687952350e+00,2.332852544594444244e-01,-1.140032527319931255e+01,-4.327438810265402225e+00
4.300000000000000000e+01,-2.764640149075168925e-15,-1.505000000000005045e+01,-4.285857864376222182e+00,2.541926568878466464e-01,-1.155239085608016048e+01,-4.241614492285993521e+00
4.310000000000000142e+01,-2.771069544770692694e-15,-1.508500000000005059e+01,-4.297011039033348467e+00,2.529654790638115602e-01,-1.155175377626715338e+01,-4.263302210717522023e+00
4.320000000000000284e+01,-2.777498940466216463e-15,-1.512000000000005073e+01,-4.308244294954103104e+00,2.521445984726278788e-01,-1.155132317435472267e+01,-4.281613799504365936e+00
4.330000000000000426e+01,-2.783928336161740232e-15,-1.515500000000005087e+01,-4.319550028705632982e+00,2.515944685100773293e-01,-1.155103198528846065e+01,-4.301613702645619597e+00
4.340000000000000568e+01,-2.790357731857264001e-15,-1.519000000000005102e+01,-4.330920190005160819e+00,2.512281312154747703e-01,-1.155083290235798543e+01,-4.321613659186315459e+00
4.350000000000000000e+01,-2.796787127552787770e-15,-1.522500000000005116e+01,-4.342346331352650246e+00,2.509846209018137264e-01,-1.155069295529938067e+01,-4.341613639465692565e+00
4.360000000000000142e+01,-2.803216523248311538e-15,-1.526000000000005130e+01,-4.353819660112452361e+00,2.508255920008279904e-01,-1.155059281701740836e+01,-4.361613630636224315e+00
4.370000000000000284e+01,-2.809645918943835307e-15,-1.529500000000005144e+01,-4.365331092722833262e+00,2.507235870058226457e-01,-1.155051903887322595e+01,-4.381613626674164763e+00
4.380000000000000426e+01,-2.816075314639359076e-15,-1.533000000000005159e+01,-4.376871310699146811e+00,2.506598602215169835e-01,-1.155046486483833768e+01,-4.401613624925182933e+00
4.390000000000000568e+01,-2.822504710334882845e-15,-1.536500000000005173e+01,-4.388430818085393703e+00,2.506227315215350249e-01,-1.155042252124130364e+01,-4.421613624132302967e+00
4.400000000000000000e+01,-2.828934106030406614e-15,-1.540000000000005187e+01,-4.399999999999950617e+00,3.775072742826165451e-01,-1.178257988384222621e+01,-4.311177968457940324e+00
4.410000000000000142e+01,-2.835363501725930383e-15,-1.543500000000005201e+01,-4.411569181914507531e+00,3.793962329528189903e-01,-1.178353591782352794e+01,-4.389108771675735987e+00
4.420000000000000284e+01,-2.841792897421454151e-15,-1.547000000000005215e+01,-4.423128689300755312e+00,3.806718481763141648e-01,-1.178417389823152739e+01,-4.409108263115970594e+00
4.430000000000000426e+01,-2.848222293116977920e-15,-1.550500000000005230e+01,-4.434668907277067973e+00,3.815360819508851753e-01,-1.178459800566879245e+01,-4.429108031422845038e+00
4.440000000000000568e+01,-2.854651688812501689e-15,-1.554000000000005244e+01,-4.446180339887448874e+00,3.821213618439616155e-01,-1.178487861115953272e+01,-4.449107926099568289e+00
4.450000000000000000e+01,-2.861081084508025458e-15,-1.557500000000005258e+01,-4.457653668647250988e+00,3.825190710795783322e-01,-1.178506114935330373e+01,-4.469107878226304287e+00
4.460000000000000142e+01,-2.867510480203549227e-15,-1.561000000000005272e+01,-4.469079809994740415e+00,3.827905695947896869e-01,-1.178517931995835077e+01,-4.489107856307358091e+00
4.470000000000000284e+01,-2.873939875899072995e-15,-1.564500000000005286e+01,-4.480449971294268252e+00,3.829767879650562423e-01,-1.178525525000490859e+01,-4.509107846196692471e+00
4.480000000000000426e+01,-2.880369271594596764e-15,-1.568000000000005301e+01,-4.491755705045798130e+00,3.831052978843232926e-01,-1.178530020268004819e+01,-4.529107841562806769e+00
4.490000000000000568e+01,-2.886798667290120533e-15,-1.571500000000005315e+01,-4.502988960966552767e+00,3.831968313294550899e-01,-1.178532544210344923e+01,-4.549107839308955903e+00
4.500000000000000000e+01,-2.893228062985644302e-15,-1.575000000000005329e+01,-4.514142135623679053e+00,2.698595127808057215e-01,-1.225192317083173243e+01,-4.419239139325462418e+00
4.510000000000000142e+01,-2.899657458681168071e-15,-1.578500000000005343e+01,-4.525208119311948884e+00,2.709121985484335693e-01,-1.225617536683858155e+01,-4.502445659127551458e+00
4.520000000000000284e+01,-2.906086854376691840e-15,-1.582000000000005357e+01,-4.536180339887446955e+00,2.716199912072111977e-01,-1.225902610241080914e+01,-4.522443502095294221e+00
4.530000000000000426e+01,-2.912516250072215608e-15,-1.585500000000005372e+01,-4.547052803287029654e+00,2.720948366259969831e-01,-1.226093545170432897e+01,-4.542442534298654522e+00
4.540000000000000568e+01,-2.918945645767739377e-15,-1.589000000000005386e+01,-4.557820130483714927e+00,2.724139336903377284e-01,-1.226221352712718193e+01,-4.562442100469018769e+00
4.550000000000000000e+01,-2.925375041463263146e-15,-1.592500000000005400e+01,-4.568477590650172893e+00,2.726274463518364999e-01,-1.226306897886460767e+01,-4.582441906121741404e+00
