时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),UKF估计位置X(m),UKF估计位置Y(m),UKF估计位置Z(m)
9.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287007978978012801e+01,2.261604746211644645e+00,-8.141707620050394473e-03
9.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286991830638247336e+01,2.260038256175477933e+00,-6.808594480331758153e-03
9.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286963524060426067e+01,2.258527621095619331e+00,-5.482447620249714104e-03
9.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286922951136285320e+01,2.257073336017452192e+00,-4.163498755275690799e-03
9.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286870029173755370e+01,2.255675740224994286e+00,-2.851525436878258116e-03
9.790000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286804647760005338e+01,2.254335480639847233e+00,-1.546810518199682842e-03
9.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.286726705324389997e+01,2.253053078354263938e+00,-2.491840148927442150e-04
9.810000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298664780649349915e+01,2.174185373228817664e+00,-1.171697603752516227e-02
9.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298649802976605372e+01,2.172048392959287533e+00,-1.079936129541374940e-02
9.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298622641815931189e+01,2.169953864577833791e+00,-9.890468721161893573e-03
9.840000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298583236169746868e+01,2.167902037583659514e+00,-8.990267277566854620e-03
9.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298531566684208371e+01,2.165893123954710120e+00,-8.098625214189542759e-03
9.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298467582057957515e+01,2.163927461564842503e+00,-7.215775245984625691e-03
9.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298391202540446443e+01,2.162005402687669608e+00,-6.341705220848502245e-03
9.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298302388988729916e+01,2.160127137465278402e+00,-5.476286698109622542e-03
9.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298201039963166181e+01,2.158293163202180232e+00,-4.619804962327873563e-03
9.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298087114625902672e+01,2.156503598855823434e+00,-3.771846522873798652e-03
9.910000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306312707288375030e+01,2.136087785879019929e+00,-1.453570674809395030e-02
9.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306274862072508114e+01,2.135258125900737269e+00,-1.450619021039070700e-02
9.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306226176913327208e+01,2.134505288008217150e+00,-1.448890499874318227e-02
9.940000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306166537718185339e+01,2.133829869531074230e+00,-1.448394939968265099e-02
9.950000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306095875895125857e+01,2.133232538501345310e+00,-1.449123310337262216e-02
9.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.306014089046070836e+01,2.132713949998685798e+00,-1.451087652219596597e-02
9.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305921133591480299e+01,2.132274725010185001e+00,-1.454281160973832504e-02
9.980000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305816975939401203e+01,2.131915453698860041e+00,-1.458702264629793688e-02
9.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305701553948676974e+01,2.131636707918416640e+00,-1.464372228849867424e-02
1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305574857544401368e+01,2.131439072852415073e+00,-1.471269438281571501e-02
1.001000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323616752727439483e+01,2.003000774029670694e+00,-1.443942747916357981e-02
1.002000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323644258498471515e+01,2.002836488422974348e+00,-1.517822093608586081e-02
1.003000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323662781672616262e+01,2.002777599724487878e+00,-1.593205152193356844e-02
1.004000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323672255419529620e+01,2.002824919153638916e+00,-1.670099612705672892e-02
1.005000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323672524896821301e+01,2.002979555927262290e+00,-1.748513739481455387e-02
1.006000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323663527898912662e+01,2.003242444826028645e+00,-1.828475986311333540e-02
1.007000000000000000e+03,9.350127201108590635e-02,-1.111949263638185303e-01,0.000000000000000000e+00,1.323645254569982654e+01,2.003614357835900250e+00,-1.909927835332020374e-02
1.008000000000000000e+03,9.350127201108590635e-02,-1.111949263638185303e-01,0.000000000000000000e+00,1.323617624222054445e+01,2.004096152557293564e+00,-1.992921047062187756e-02
1.009000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323580599390629686e+01,2.004688582659081675e+00,-2.077440202143594761e-02
1.010000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323534155293898351e+01,2.005392548994919366e+00,-2.163468942903117032e-02
1.011000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.325483323304345085e+01,2.036621478993068113e+00,-1.550096219309397665e-02
1.012000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325373492588321511e+01,2.036660461191964089e+00,-1.606163226553963819e-02
1.013000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325252743994303728e+01,2.036779210718960620e+00,-1.663610437288819827e-02
1.014000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.325121013908383105e+01,2.036978260430432286e+00,-1.722416308024818377e-02
1.015000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324978236502182227e+01,2.037258070407352406e+00,-1.782593652710846854e-02
1.016000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324824348280463937e+01,2.037619193637302928e+00,-1.844142359443470131e-02
1.017000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324659288424017944e+01,2.038062181995279332e+00,-1.907060719773664981e-02
1.018000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324482991674484111e+01,2.038587571972814594e+00,-1.971355859006207467e-02
1.019000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324295390967540698e+01,2.039195850159482681e+00,-2.037021612004281945e-02
1.020000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324096415892775980e+01,2.039887584618735872e+00,-2.104072680191002020e-02
1.021000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324542627067495637e+01,2.066049081818987609e+00,-1.745011791172863813e-02
1.022000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324471434071738685e+01,2.066142594552484724e+00,-1.858779453131241544e-02
1.023000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324393885939542770e+01,2.066290281516703686e+00,-1.974102289323331760e-02
1.024000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324309969390963460e+01,2.066492401682867630e+00,-2.090981603420419277e-02
1.025000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324219660986236846e+01,2.066749201169644223e+00,-2.209423036245439231e-02
1.026000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324122935815195490e+01,2.067060944253371169e+00,-2.329422268017912467e-02
1.027000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324019770546345853e+01,2.067427893794747895e+00,-2.450987120246930773e-02
1.028000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.323910141606942403e+01,2.067850325452721627e+00,-2.574114820804136727e-02
1.029000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323794017253572264e+01,2.068328465308880482e+00,-2.698813518115054932e-02
1.030000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323671377093882029e+01,2.068862589100971761e+00,-2.825075552382277921e-02
1.031000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323268333162057964e+01,2.119819982070833220e+00,-1.685317941911527659e-02
1.032000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323193160118012912e+01,2.118719114719052499e+00,-1.810495685818456352e-02
1.033000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323113735356713505e+01,2.117604388643216318e+00,-1.937219981159733762e-02
1.034000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323030083387632772e+01,2.116475318704016395e+00,-2.065469393390832742e-02
1.035000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322942182864271388e+01,2.115331669932067449e+00,-2.195269082157642881e-02
1.036000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322850031750905231e+01,2.114173088921981858e+00,-2.326602626993432010e-02
1.037000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322753618876827630e+01,2.112999159449928221e+00,-2.459487394563041052e-02
1.038000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322652944796564611e+01,2.111809629231120589e+00,-2.593908969296218614e-02
1.039000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322547999462010182e+01,2.110604140006493878e+00,-2.729879957342243313e-02
1.040000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322438764715830217e+01,2.109382395625019946e+00,-2.867403027534226601e-02
1.041000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.328136321898266203e+01,2.191534765351961678e+00,-1.740609043294695513e-02
1.042000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.328300159664888014e+01,2.192169068620346550e+00,-1.880108269340517724e-02
1.043000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.328468402341503918e+01,2.192827489838096611e+00,-2.021135538111824836e-02
1.044000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.328641105992490168e+01,2.193510028853725480e+00,-2.163704077776094914e-02
1.045000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.328818338149844180e+01,2.194216658635505190e+00,-2.307799626373890911e-02
1.046000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.329000136533106513e+01,2.194947335519733755e+00,-2.453436125382855992e-02
1.047000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.329186567343767678e+01,2.195702077146397535e+00,-2.600607901072488071e-02
1.048000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329377683372717200e+01,2.196480820463406758e+00,-2.749322500080489395e-02
1.049000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329573545965649117e+01,2.197283609074839106e+00,-2.899578628205375097e-02
1.050000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.329774234699033997e+01,2.198110355783530423e+00,-3.051381170100933571e-02
1.051000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303433319451206707e+01,2.583544040525276309e+00,-1.608884913570353750e-02
1.052000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303470514366838273e+01,2.587157444991596833e+00,-1.708799753272084720e-02
1.053000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303513338446136771e+01,2.590800794301260979e+00,-1.810002822139449019e-02
1.054000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303561851426294993e+01,2.594474039735622739e+00,-1.912485141142943046e-02
1.055000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303616086002764973e+01,2.598177089334749112e+00,-2.016260009172894663e-02
1.056000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303676094882401060e+01,2.601909985660380897e+00,-2.121318691709070392e-02
1.057000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303741940741112870e+01,2.605672632928124344e+00,-2.227670643470343326e-02
1.058000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303813688580449792e+01,2.609464935945029040e+00,-2.335312892562588227e-02
1.059000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303891387829961701e+01,2.613286830110487458e+00,-2.444249202988406366e-02
1.060000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.303975100825961420e+01,2.617138335086737655e+00,-2.554484264443510066e-02
1.061000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290500478239357385e+01,2.789008135651386056e+00,-1.708282575609942552e-02
1.062000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290382425149086743e+01,2.792414908025421028e+00,-1.874706178640089815e-02
1.063000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290266992746139607e+01,2.795798372255447362e+00,-2.042647323060185760e-02
1.064000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290154207336693304e+01,2.799157872717040973e+00,-2.212110309406821462e-02
1.065000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290044117948694691e+01,2.802492960396872235e+00,-2.383092641646490650e-02
1.066000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289936757129230216e+01,2.805803038076785327e+00,-2.555598640374208419e-02
1.067000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289832169617565683e+01,2.809087612626690600e+00,-2.729632788379987574e-02
1.068000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289730381795399694e+01,2.812346224484837620e+00,-2.905194854199145971e-02
1.069000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289631439953540593e+01,2.815578287942086533e+00,-3.082280961738832759e-02
1.070000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289535375385148086e+01,2.818783318185662523e+00,-3.260903360640510229e-02
1.071000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276795299755234225e+01,2.865672340180277278e+00,-1.534948397424270618e-02
1.072000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276640703585744774e+01,2.867909073595335201e+00,-1.509427453566263011e-02
1.073000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276489849263420240e+01,2.870075347291397350e+00,-1.484508156060027062e-02
1.074000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276342788486231683e+01,2.872170293297783061e+00,-1.460181739549284291e-02
1.075000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276199557112543204e+01,2.874193144450703841e+00,-1.436459949257465341e-02
1.076000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.276060179787457116e+01,2.876142923672427187e+00,-1.413332662308891541e-02
1.077000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.275924685006363291e+01,2.878018982798005609e+00,-1.390810700237879449e-02
1.078000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.275793082765829922e+01,2.879820440820301641e+00,-1.368912567463884122e-02
1.079000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.275665502262408069e+01,2.881546216531429394e+00,-1.347611634988145346e-02
1.080000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.275541952840766413e+01,2.883195594987453703e+00,-1.326893336204061635e-02
1.081000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.268296237276576299e+01,2.916239693947797917e+00,-1.620557150197925872e-02
1.082000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.268380250256733888e+01,2.916752596428718647e+00,-1.663556166161208466e-02
1.083000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.268476656680415005e+01,2.917143881826454788e+00,-1.707412302348192829e-02
1.084000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.268585495445835676e+01,2.917412466898513301e+00,-1.752192782695798090e-02
1.085000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.268706918940187478e+01,2.917557146453113148e+00,-1.797841346890861197e-02
1.086000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.268840992344966878e+01,2.917576862133564930e+00,-1.844383855803709282e-02
1.087000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.268987755862761446e+01,2.917470359025726268e+00,-1.891828452701810326e-02
1.088000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.269147328887376602e+01,2.917236511604949456e+00,-1.940158722480996023e-02
1.089000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.269319863933832693e+01,2.916873929493892348e+00,-1.989389637188272719e-02
1.090000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.269505480265719655e+01,2.916381469316210229e+00,-2.039521379157696601e-02
1.091000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.257205487553574130e+01,2.953482528046563527e+00,-1.532370584177934411e-02
1.092000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.257350213373900516e+01,2.952830667780785845e+00,-1.579320511380946646e-02
1.093000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.257509034331017261e+01,2.952035298142988040e+00,-1.627140273503763224e-02
1.094000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.257682100895087274e+01,2.951095204690540541e+00,-1.675827906779826793e-02
1.095000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.257869586389675476e+01,2.950008910889364344e+00,-1.725387160274573228e-02
1.096000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.258071560894844509e+01,2.948775216854697234e+00,-1.775822503882448777e-02
1.097000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258288135369902250e+01,2.947392773687758094e+00,-1.827126839596236729e-02
1.098000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258519408000150008e+01,2.945860324307338018e+00,-1.879315509910182980e-02
1.099000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.258765447276662286e+01,2.944176760191588471e+00,-1.932377111559244187e-02
1.100000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.259026339637289027e+01,2.942340757046361333e+00,-1.986315689823886510e-02
1.101000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245727953285138767e+01,2.959584113693688234e+00,-1.475673221757903622e-02
1.102000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245681049933136819e+01,2.958131538577779551e+00,-1.378336722089160138e-02
1.103000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245641203522513507e+01,2.956537756199669076e+00,-1.281174026739271415e-02
1.104000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245608469313256705e+01,2.954801415354529226e+00,-1.184197309843055407e-02
1.105000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245582869709418361e+01,2.952921359397619128e+00,-1.087398834851523166e-02
1.106000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245564464201849120e+01,2.950896484075375525e+00,-9.907815718195656096e-03
1.107000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245553326021015295e+01,2.948725689566170871e+00,-8.943490381159244912e-03
1.108000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245549474841812554e+01,2.946407861561192831e+00,-7.981043678076105846e-03
1.109000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245553006026731424e+01,2.943941829443220470e+00,-7.020435487538223551e-03
1.110000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.245563958005551086e+01,2.941326369893035420e+00,-6.061746665132459327e-03
1.111000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.235266042943567832e+01,3.004877892711169896e+00,-1.155854955085576334e-02
1.112000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.235175356300756278e+01,3.005014766274449300e+00,-1.029769364715799052e-02
1.113000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.235090564092195820e+01,3.005083464285752015e+00,-9.037239427870061292e-03
1.114000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.235011756015570228e+01,3.005083539861512776e+00,-7.777073275751805737e-03
1.115000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234938967768824369e+01,3.005014564146398115e+00,-6.517379522699390942e-03
1.116000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234872278878969354e+01,3.004875901892431145e+00,-5.258005945104740619e-03
1.117000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234811721998316614e+01,3.004667279085490250e+00,-3.999024521454262043e-03
1.118000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234757355167485571e+01,3.004388198419075451e+00,-2.740585003990995278e-03
1.119000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234709222403438389e+01,3.004038237469680794e+00,-1.482578215782167329e-03
1.120000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234667381938933062e+01,3.003616944638981323e+00,-2.249915374811423986e-04
1.121000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217627194074752417e+01,3.067665456640132682e+00,-1.312533152263111423e-02
1.122000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217474393862021742e+01,3.067386351672775291e+00,-1.228281536516323547e-02
1.123000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217326998366448976e+01,3.067035184375857426e+00,-1.144254274391834358e-02
1.124000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217185054126461097e+01,3.066611449025780090e+00,-1.060450041061817422e-02
1.125000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217048612099767269e+01,3.066114649279901627e+00,-9.768614605181538679e-03
1.126000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.216917716458240051e+01,3.065544394073789647e+00,-8.935068604313554930e-03
1.127000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.216792408395794212e+01,3.064900155027146411e+00,-8.103750269008148932e-03
1.128000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.216672729717332402e+01,3.064181575645527289e+00,-7.274781709506735611e-03
1.129000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.216558725782915928e+01,3.063388037642864603e+00,-6.448110220456555741e-03
1.130000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.216450459405938034e+01,3.062519187324047820e+00,-5.623729529321917081e-03
1.131000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200790810511241347e+01,3.169212366510016476e+00,-1.749792453672012124e-02
1.132000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200710894692887365e+01,3.169650590783524180e+00,-1.901367644585225114e-02
1.133000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200640156359310851e+01,3.170043625856182601e+00,-2.054201886336522176e-02
1.134000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200578666105902670e+01,3.170390995041231008e+00,-2.208305679060722226e-02
1.135000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.200526593980560364e+01,3.170692461049712918e+00,-2.363668507882196734e-02
1.136000000000000000e+03,0.000000000000000000e+00,-1.111949263638185303e-01,0.000000000000000000e+00,1.200484035221757750e+01,3.170947628796612960e+00,-2.520325073690768414e-02
