时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),UKF估计位置X(m),UKF估计位置Y(m),UKF估计位置Z(m)
7.419000000000000000e+03,-5.327141485009043208e+03,-3.271688326662207146e+03,0.000000000000000000e+00,-5.335225584251955297e+03,-3.277877644680058438e+03,-9.411899268003717789e-03
7.420000000000000000e+03,-5.327234986281054262e+03,-3.271577131735843068e+03,0.000000000000000000e+00,-5.335228468953340780e+03,-3.277874580875419269e+03,-9.806146690123335175e-03
7.421000000000000000e+03,-5.327234986281054262e+03,-3.271577131735843068e+03,0.000000000000000000e+00,-5.335560662301309094e+03,-3.277523346401472736e+03,-6.715023879455275617e-03
7.422000000000000000e+03,-5.327234986281054262e+03,-3.271577131735843068e+03,0.000000000000000000e+00,-5.335567069814900606e+03,-3.277517451999112382e+03,-6.966291144983972200e-03
7.423000000000000000e+03,-5.327328487553066225e+03,-3.271465936809479444e+03,0.000000000000000000e+00,-5.335573326294059370e+03,-3.277511336882562318e+03,-7.221867909247829675e-03
7.424000000000000000e+03,-5.327328487553066225e+03,-3.271465936809479444e+03,0.000000000000000000e+00,-5.335579430570851400e+03,-3.277505003314176065e+03,-7.482096805297568792e-03
7.425000000000000000e+03,-5.327328487553066225e+03,-3.271465936809479444e+03,0.000000000000000000e+00,-5.335585381657670951e+03,-3.277498453756898016e+03,-7.746578365817335249e-03
7.426000000000000000e+03,-5.327421988826405141e+03,-3.271354741882325925e+03,0.000000000000000000e+00,-5.335591178571525234e+03,-3.277491690533843212e+03,-8.015334690129827244e-03
7.427000000000000000e+03,-5.327421988826405141e+03,-3.271354741882325925e+03,0.000000000000000000e+00,-5.335596820539132750e+03,-3.277484715672469974e+03,-8.288446430794269709e-03
7.428000000000000000e+03,-5.327421988826405141e+03,-3.271243546955961392e+03,0.000000000000000000e+00,-5.335602306260865589e+03,-3.277477531740376435e+03,-8.565912982685896376e-03
7.429000000000000000e+03,-5.327421988826405141e+03,-3.271243546955961392e+03,0.000000000000000000e+00,-5.335607634647436498e+03,-3.277470141026469719e+03,-8.847810688442710181e-03
7.430000000000000000e+03,-5.327515490098416194e+03,-3.271243546955961392e+03,0.000000000000000000e+00,-5.335612804553995375e+03,-3.277462546105087313e+03,-9.134533865517463491e-03
7.431000000000000000e+03,-5.327515490098416194e+03,-3.271132352029598223e+03,0.000000000000000000e+00,-5.335877175198345867e+03,-3.277176111538462465e+03,-5.794682204247498906e-03
7.432000000000000000e+03,-5.327608991370428157e+03,-3.271132352029598223e+03,0.000000000000000000e+00,-5.335882496297257603e+03,-3.277167647286954889e+03,-4.968500843524379512e-03
7.433000000000000000e+03,-5.327702492642439211e+03,-3.271021157102443794e+03,0.000000000000000000e+00,-5.335887567810983455e+03,-3.277159037550098219e+03,-4.141545959525169338e-03
7.434000000000000000e+03,-5.327702492642439211e+03,-3.271021157102443794e+03,0.000000000000000000e+00,-5.335892388545766153e+03,-3.277150286101457823e+03,-3.313976462472039558e-03
7.435000000000000000e+03,-5.327702492642439211e+03,-3.271021157102443794e+03,0.000000000000000000e+00,-5.335896957787277643e+03,-3.277141394842516092e+03,-2.485498400387097656e-03
7.436000000000000000e+03,-5.327702492642439211e+03,-3.271021157102443794e+03,0.000000000000000000e+00,-5.335901274568484951e+03,-3.277132366534606263e+03,-1.656740380129212258e-03
7.437000000000000000e+03,-5.327795993914449355e+03,-3.270909962176080171e+03,0.000000000000000000e+00,-5.335905337581836648e+03,-3.277123203660286890e+03,-8.270049439682556659e-04
7.438000000000000000e+03,-5.327795993914449355e+03,-3.270909962176080171e+03,0.000000000000000000e+00,-5.335909145908717619e+03,-3.277113909167208476e+03,3.131612093674093745e-06
7.439000000000000000e+03,-5.327889495186459499e+03,-3.270798767249716093e+03,0.000000000000000000e+00,-5.335912698990414356e+03,-3.277104485160496552e+03,8.338453168270708142e-04
7.440000000000000000e+03,-5.327889495186459499e+03,-3.270798767249716093e+03,0.000000000000000000e+00,-5.335915995563278557e+03,-3.277094934607084724e+03,1.665218333378945537e-03
7.441000000000000000e+03,-5.327889495186459499e+03,-3.270798767249716093e+03,0.000000000000000000e+00,-5.336180448816149692e+03,-3.276855500907507576e+03,-9.883888962595973812e-03
7.442000000000000000e+03,-5.327889495186459499e+03,-3.270687572322562119e+03,0.000000000000000000e+00,-5.336184036218844994e+03,-3.276847697135677663e+03,-9.300560201287253609e-03
7.443000000000000000e+03,-5.327982996459801143e+03,-3.270687572322562119e+03,0.000000000000000000e+00,-5.336187305487070262e+03,-3.276839909979393269e+03,-8.717940526063797102e-03
7.444000000000000000e+03,-5.327982996459801143e+03,-3.270687572322562119e+03,0.000000000000000000e+00,-5.336190256448942819e+03,-3.276832141659062472e+03,-8.135554391667108171e-03
7.445000000000000000e+03,-5.327982996459801143e+03,-3.270576377396198950e+03,0.000000000000000000e+00,-5.336192888771998696e+03,-3.276824394864775968e+03,-7.553775059269660780e-03
7.446000000000000000e+03,-5.328076497731812196e+03,-3.270576377396198950e+03,0.000000000000000000e+00,-5.336195201851962338e+03,-3.276816671921076704e+03,-6.972474282699415299e-03
7.447000000000000000e+03,-5.328076497731812196e+03,-3.270576377396198950e+03,0.000000000000000000e+00,-5.336197195810043922e+03,-3.276808976338408684e+03,-6.391423041541055561e-03
7.448000000000000000e+03,-5.328076497731812196e+03,-3.270465182469834872e+03,0.000000000000000000e+00,-5.336198870146039553e+03,-3.276801309752958332e+03,-5.811147878737935729e-03
7.449000000000000000e+03,-5.328169999003822340e+03,-3.270465182469834872e+03,0.000000000000000000e+00,-5.336200224443382467e+03,-3.276793675845632606e+03,-5.231460403864782172e-03
7.450000000000000000e+03,-5.328169999003822340e+03,-3.270465182469834872e+03,0.000000000000000000e+00,-5.336201258584034804e+03,-3.276786076465405131e+03,-4.652118807546786611e-03
7.451000000000000000e+03,-5.328263500275834303e+03,-3.270353987542680898e+03,0.000000000000000000e+00,-5.336487229769402802e+03,-3.276543745307893005e+03,-1.389392469369755793e-02
7.452000000000000000e+03,-5.328263500275834303e+03,-3.270353987542680898e+03,0.000000000000000000e+00,-5.336489767041548475e+03,-3.276535252088508059e+03,-1.433942750171961905e-02
7.453000000000000000e+03,-5.328357001547844447e+03,-3.270353987542680898e+03,0.000000000000000000e+00,-5.336491965503384563e+03,-3.276526820148328625e+03,-1.478997434962624202e-02
7.454000000000000000e+03,-5.328357001547844447e+03,-3.270242792616316819e+03,0.000000000000000000e+00,-5.336493824509972910e+03,-3.276518452959537171e+03,-1.524564714861946502e-02
7.455000000000000000e+03,-5.328357001547844447e+03,-3.270242792616316819e+03,0.000000000000000000e+00,-5.336495344267434120e+03,-3.276510151955983019e+03,-1.570585575122876443e-02
7.456000000000000000e+03,-5.328450502821185182e+03,-3.270131597689953196e+03,0.000000000000000000e+00,-5.336496524484820839e+03,-3.276501920055807204e+03,-1.617155466806954184e-02
7.457000000000000000e+03,-5.328450502821185182e+03,-3.270131597689953196e+03,0.000000000000000000e+00,-5.336497364627921343e+03,-3.276493759524344568e+03,-1.664249677712327513e-02
7.458000000000000000e+03,-5.328450502821185182e+03,-3.270131597689953196e+03,0.000000000000000000e+00,-5.336497864833127096e+03,-3.276485673266621234e+03,-1.711846099136675459e-02
7.459000000000000000e+03,-5.328544004093195326e+03,-3.270131597689953196e+03,0.000000000000000000e+00,-5.336498024592736328e+03,-3.276477663257450331e+03,-1.759931204450374681e-02
7.460000000000000000e+03,-5.328544004093195326e+03,-3.270020402762799677e+03,0.000000000000000000e+00,-5.336497843667311827e+03,-3.276469732976614978e+03,-1.808515222239692743e-02
7.461000000000000000e+03,-5.328544004093195326e+03,-3.270020402762799677e+03,0.000000000000000000e+00,-5.336764339060461680e+03,-3.276282418859243990e+03,-1.572675304069211244e-02
7.462000000000000000e+03,-5.328544004093195326e+03,-3.270020402762799677e+03,0.000000000000000000e+00,-5.336767555099260790e+03,-3.276275233075528377e+03,-1.691751908443682451e-02
7.463000000000000000e+03,-5.328637505365207289e+03,-3.270020402762799677e+03,0.000000000000000000e+00,-5.336770498594101809e+03,-3.276268193262787463e+03,-1.811629684927802686e-02
7.464000000000000000e+03,-5.328637505365207289e+03,-3.269909207836435598e+03,0.000000000000000000e+00,-5.336773170368516730e+03,-3.276261300217953249e+03,-1.932295886108149896e-02
7.465000000000000000e+03,-5.328637505365207289e+03,-3.269909207836435598e+03,0.000000000000000000e+00,-5.336775570215846528e+03,-3.276254557942680549e+03,-2.053804845980285176e-02
7.466000000000000000e+03,-5.328731006637219252e+03,-3.269909207836435598e+03,0.000000000000000000e+00,-5.336777698421512468e+03,-3.276247968611121905e+03,-2.176102468550479563e-02
7.467000000000000000e+03,-5.328731006637219252e+03,-3.269798012909281624e+03,0.000000000000000000e+00,-5.336779555715962488e+03,-3.276241534821019741e+03,-2.299236701937604210e-02
7.468000000000000000e+03,-5.328731006637219252e+03,-3.269798012909281624e+03,0.000000000000000000e+00,-5.336781141932937317e+03,-3.276235259537843376e+03,-2.423155817983123350e-02
7.469000000000000000e+03,-5.328824507909229396e+03,-3.269798012909281624e+03,0.000000000000000000e+00,-5.336782457817360410e+03,-3.276229145480396255e+03,-2.547874554645973566e-02
7.470000000000000000e+03,-5.328918009181239540e+03,-3.269798012909281624e+03,0.000000000000000000e+00,-5.336783503343769553e+03,-3.276223194739259270e+03,-2.673485505152033148e-02
7.471000000000000000e+03,-5.328918009181239540e+03,-3.269798012909281624e+03,0.000000000000000000e+00,-5.337048584522924102e+03,-3.276079829908528154e+03,-1.598979509969923607e-02
7.472000000000000000e+03,-5.329011510454580275e+03,-3.269686817982918456e+03,0.000000000000000000e+00,-5.337051257142153190e+03,-3.276074295099278970e+03,-1.609976353743092919e-02
7.473000000000000000e+03,-5.329011510454580275e+03,-3.269686817982918456e+03,0.000000000000000000e+00,-5.337053673527825595e+03,-3.276068969616992035e+03,-1.621252473932460053e-02
7.474000000000000000e+03,-5.329011510454580275e+03,-3.269686817982918456e+03,0.000000000000000000e+00,-5.337055833538368461e+03,-3.276063857484197797e+03,-1.632875419473044099e-02
7.475000000000000000e+03,-5.329105011726590419e+03,-3.269575623056553923e+03,0.000000000000000000e+00,-5.337057738196795981e+03,-3.276058960130998457e+03,-1.644756369196637147e-02
7.476000000000000000e+03,-5.329105011726590419e+03,-3.269575623056553923e+03,0.000000000000000000e+00,-5.337059387759483798e+03,-3.276054281103426547e+03,-1.656967420666852903e-02
7.477000000000000000e+03,-5.329105011726590419e+03,-3.269575623056553923e+03,0.000000000000000000e+00,-5.337060782745029428e+03,-3.276049822968872832e+03,-1.669442496831113898e-02
7.478000000000000000e+03,-5.329198512998600563e+03,-3.269575623056553923e+03,0.000000000000000000e+00,-5.337061923599721922e+03,-3.276045588415483508e+03,-1.682273197249911645e-02
7.479000000000000000e+03,-5.329198512998600563e+03,-3.269575623056553923e+03,0.000000000000000000e+00,-5.337062810507322865e+03,-3.276041580029414035e+03,-1.695409265093963253e-02
7.480000000000000000e+03,-5.329198512998600563e+03,-3.269464428129399494e+03,0.000000000000000000e+00,-5.337063444205250562e+03,-3.276037800941459864e+03,-1.708812219397279342e-02
7.481000000000000000e+03,-5.329292014270612526e+03,-3.269464428129399494e+03,0.000000000000000000e+00,-5.337351601024014599e+03,-3.275897485216275982e+03,-1.410533167410024311e-02
7.482000000000000000e+03,-5.329292014270612526e+03,-3.269464428129399494e+03,0.000000000000000000e+00,-5.337356079875902651e+03,-3.275894920978180380e+03,-1.456843365450109090e-02
7.483000000000000000e+03,-5.329292014270612526e+03,-3.269464428129399494e+03,0.000000000000000000e+00,-5.337360395026465994e+03,-3.275892658587077676e+03,-1.503574125466001360e-02
7.484000000000000000e+03,-5.329292014270612526e+03,-3.269353233203036325e+03,0.000000000000000000e+00,-5.337364547737026442e+03,-3.275890700245665357e+03,-1.550726114145881823e-02
7.485000000000000000e+03,-5.329385515542624489e+03,-3.269353233203036325e+03,0.000000000000000000e+00,-5.337368539277322270e+03,-3.275889049842431632e+03,-1.598384541862261227e-02
7.486000000000000000e+03,-5.329385515542624489e+03,-3.269353233203036325e+03,0.000000000000000000e+00,-5.337372370453398617e+03,-3.275887709727468973e+03,-1.646513261494451930e-02
7.487000000000000000e+03,-5.329385515542624489e+03,-3.269353233203036325e+03,0.000000000000000000e+00,-5.337376042531530402e+03,-3.275886683347631333e+03,-1.695082965931302837e-02
7.488000000000000000e+03,-5.329479016815963405e+03,-3.269353233203036325e+03,0.000000000000000000e+00,-5.337379556716612569e+03,-3.275885974059441651e+03,-1.744090460333511811e-02
7.489000000000000000e+03,-5.329572518087975368e+03,-3.269242038276672702e+03,0.000000000000000000e+00,-5.337382914472909761e+03,-3.275885584414008918e+03,-1.793604741720484369e-02
7.490000000000000000e+03,-5.329572518087975368e+03,-3.269242038276672702e+03,0.000000000000000000e+00,-5.337386116312591184e+03,-3.275885517823684495e+03,-1.843593451506383984e-02
7.491000000000000000e+03,-5.329572518087975368e+03,-3.269242038276672702e+03,0.000000000000000000e+00,-5.337657839932953721e+03,-3.275784347730312675e+03,-1.871270188336077514e-02
7.492000000000000000e+03,-5.329666019359985512e+03,-3.269242038276672702e+03,0.000000000000000000e+00,-5.337663981448320556e+03,-3.275786587687385691e+03,-1.964719761644838358e-02
7.493000000000000000e+03,-5.329666019359985512e+03,-3.269242038276672702e+03,0.000000000000000000e+00,-5.337670028757893306e+03,-3.275789253592451132e+03,-2.058828177923048564e-02
7.494000000000000000e+03,-5.329666019359985512e+03,-3.269130843349518273e+03,0.000000000000000000e+00,-5.337675983610046387e+03,-3.275792349784220278e+03,-2.153587306952693681e-02
7.495000000000000000e+03,-5.329759520631997475e+03,-3.269130843349518273e+03,0.000000000000000000e+00,-5.337681847894586099e+03,-3.275795879478748247e+03,-2.249104988509226244e-02
7.496000000000000000e+03,-5.329759520631997475e+03,-3.269130843349518273e+03,0.000000000000000000e+00,-5.337687623433266708e+03,-3.275799846333771711e+03,-2.345291974317520456e-02
7.497000000000000000e+03,-5.329759520631997475e+03,-3.269130843349518273e+03,0.000000000000000000e+00,-5.337693312108352984e+03,-3.275804254468328509e+03,-2.442143297369757382e-02
7.498000000000000000e+03,-5.329853021904008529e+03,-3.269130843349518273e+03,0.000000000000000000e+00,-5.337698915501820011e+03,-3.275809107388879056e+03,-2.539714652245103621e-02
7.499000000000000000e+03,-5.329853021904008529e+03,-3.269019648423154649e+03,0.000000000000000000e+00,-5.337704435418694629e+03,-3.275814408727866976e+03,-2.638039922758300682e-02
7.500000000000000000e+03,-5.329853021904008529e+03,-3.269019648423154649e+03,0.000000000000000000e+00,-5.337709873999658157e+03,-3.275820162367621379e+03,-2.737007052511124250e-02
7.501000000000000000e+03,-5.329946523176019582e+03,-3.269019648423154649e+03,0.000000000000000000e+00,-5.337938975942521211e+03,-3.275673400826271518e+03,-1.896488365397774184e-02
7.502000000000000000e+03,-5.329946523176019582e+03,-3.269019648423154649e+03,0.000000000000000000e+00,-5.337946067388646043e+03,-3.275675704069228232e+03,-1.962959798333263617e-02
7.503000000000000000e+03,-5.329946523176019582e+03,-3.269019648423154649e+03,0.000000000000000000e+00,-5.337953124949162884e+03,-3.275678366353531601e+03,-2.029927132172949789e-02
7.504000000000000000e+03,-5.330040024449360317e+03,-3.268908453496790571e+03,0.000000000000000000e+00,-5.337960150381270068e+03,-3.275681390971856672e+03,-2.097382765404195992e-02
7.505000000000000000e+03,-5.330040024449360317e+03,-3.268908453496790571e+03,0.000000000000000000e+00,-5.337967144973012182e+03,-3.275684779889539641e+03,-2.165334679548860941e-02
